pi_first_name,pi_last_name,school,state,city,website,postdoc_wanted,postdoc_ads_added_date,postdoc_ads_expiration_date,postdoc_ads_link,research_interest,source,institute_carnegie_classification
Paul,Savage,Brigham Young University,Utah,,https://www.chem.byu.edu/faculty/paul-b-savage/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Gary,Keck,University of Utah,Utah,Salt Lake City,https://chem.utah.edu/directory/keck.php,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Ryan,Looper,University of Utah,Utah,Salt Lake City,https://chem.utah.edu/directory/looper/research-group/index.php,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Janis,Louie,University of Utah,Utah,Salt Lake City,https://chem.utah.edu/directory/louie/research-group/index.php,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jon,Rainier,University of Utah,Utah,Salt Lake City,https://chem.utah.edu/directory/rainier/research-group/index.php,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Matthew,Sigman,University of Utah,Utah,Salt Lake City,https://www.sigmanlab.com,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Tom,Chang,Utah State University,Utah,,http://ion.chem.usu.edu/~tchang/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Bradley,Davidson,Utah State University,Utah,,https://www.usu.edu/chem/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Matthias,Brewer,University of Vermont,Vermont,,https://www.uvm.edu/cas/chemistry/profiles/matthias-brewer,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jose,Madalengoitia,University of Vermont,Vermont,,https://www.uvm.edu/cas/chemistry/profiles/jose-s-madalengoitia,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Kyle,Lambert,Old Dominion University,Virginia,Norfolk,https://sites.wp.odu.edu/thelambertgroup/,,,,https://sites.wp.odu.edu/thelambertgroup/postdoctoral-position-in-synthetic-organic-chemistry-available/,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Guijun,Wang,Old Dominion University,Virginia,Norfolk,https://sites.google.com/a/odu.edu/wang-group/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
T. Brent,Gunnoe,University of Virgina,Virginia,Charlottesville,https://gunnoelab.virginia.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Dean,Harman,University of Virgina,Virginia,Charlottesville,https://sites.google.com/view/the-harman-lab-uva/home,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Michael,Hilinski,University of Virgina,Virginia,Charlottesville,https://www.hilinskilab.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Lin,Pu,University of Virgina,Virginia,Charlottesville,https://chemistry.as.virginia.edu/people/profile/lp6n,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Paul,Carlier,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,https://www.carlierlab.com,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Felicia,Etzkorn,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,https://chem.vt.edu/people/faculty/teaching-and-research/fetzkorn.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
David,Kingston,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,https://kingstonchem.wp.prod.es.cloud.vt.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Webster,Santos,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,https://www.santosgroup.chem.vt.edu:443/,,,,https://www.santosgroup.chem.vt.edu,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Gojko,Lalic,University of Washington,Washington,Seattle,http://faculty.washington.edu/lalic/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Forrest,Michael,University of Washington,Washington,Seattle,https://chem.washington.edu/people/forrest-e-michael,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Phil,Garner,Washington State University,Washington,Pullman,https://garner.chem.wsu.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Ming,Xian,Washington State University,Washington,Pullman,https://xian.chem.wsu.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Gregory,Dudley,West Virginia University,West Virginia,Morgantown,http://www.dudleychemistry.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jessica,Hoover,West Virginia University,West Virginia,Morgantown,https://www.chemistry.wvu.edu/directory/associate-professor/jessica-hoover,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Brian,Popp,West Virginia University,West Virginia,Morgantown,https://community.wvu.edu/~bvpopp/1/Home.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Björn,Söderberg,West Virginia University,West Virginia,Morgantown,https://www.chemistry.wvu.edu/directory/professors/bjorn-soderberg,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Joseph,Clark,Marquette University,Wisconsin,Milwaukee,https://www.theclarklab.com,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Christopher,Dockendorff,Marquette University,Wisconsin,Milwaukee,https://dockendorfflab.wordpress.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Helen,Blackwell,"University of Wisconsin, Madison",Wisconsin,Madison,https://blackwell.chem.wisc.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
AJ,Boydston,"University of Wisconsin, Madison",Wisconsin,Madison,https://boydston.chem.wisc.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Sam,Gellman,"University of Wisconsin, Madison",Wisconsin,Madison,https://gellman.chem.wisc.edu:443/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jennifer,Golden,"University of Wisconsin, Madison",Wisconsin,Madison,https://pharmacy.wisc.edu/golden-lab/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Richard,Hsung,"University of Wisconsin, Madison",Wisconsin,Madison,https://pharmacy.wisc.edu/hsung-group/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Clark,Landis,"University of Wisconsin, Madison",Wisconsin,Madison,https://landis.chem.wisc.edu:443/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jeff,Martell,"University of Wisconsin, Madison",Wisconsin,Madison,https://martellgroup.chem.wisc.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jennifer,Schomaker,"University of Wisconsin, Madison",Wisconsin,Madison,https://www2.chem.wisc.edu/users/schomakerj,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Shannon,Stahl,"University of Wisconsin, Madison",Wisconsin,Madison,https://chem.wisc.edu/2014/11/05/stahl-group-welcomes-amit-das/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Weiping,Tang,"University of Wisconsin, Madison",Wisconsin,Madison,https://pharmacy.wisc.edu/faculty/tang-research-group/?doing_wp_cron=1640701334.7977609634399414062500,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Daniel,Weix,"University of Wisconsin, Madison",Wisconsin,Madison,https://weixgroup.chem.wisc.edu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Zach,Wickens,"University of Wisconsin, Madison",Wisconsin,Madison,https://wickens.chem.wisc.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Tehshik,Yoon,"University of Wisconsin, Madison",Wisconsin,Madison,https://yoon.chem.wisc.edu:443/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
James,Cook,"University of Wisconsin, Milwaukee",Wisconsin,Milwaukee,https://sites.uwm.edu/capncook/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Mahmun,Hossain,"University of Wisconsin, Milwaukee",Wisconsin,Milwaukee,https://uwm.edu/chemistry/our-people/hossain-m-mahmun/,,,,,,,
